Frequencia_Hz,Z_Real,Z_Imaginario,Fase_Graus,Magnitude_Ohm
1225.113576604119,1972.1209415353346,-164.62629365866565,-4.7718034451672295,1978.980248664954
1236.472235053715,1971.616324136395,-166.06638072793336,-4.814576203186771,1978.5977287991577
1247.9362054713115,1971.10284455302,-167.51749118839217,-4.857705342436392,1978.20841512189
1259.5064642583577,1970.580357050298,-168.97966610931041,-4.901193087469516,1977.812193093898
1271.1839968690288,1970.0487138579997,-170.4529454143876,-4.945041655364465,1977.408946468585
1282.9697978941476,1969.5077651556105,-171.9373678366167,-4.989253254965202,1976.9985572748485
1294.864871145905,1968.9573590578061,-173.4329708721148,-5.033830086100063,1976.580905800068
1306.8702297433463,1968.3973416004058,-174.93979073290575,-5.078774338777904,1976.1558705732746
1318.9868961986706,1967.8275567268265,-176.45786229864598,-5.124088192361345,1975.723328348501
1331.2159025043077,1967.247846275076,-177.98721906727775,-5.16977381471653,1975.283154088352
1343.5582902208262,1966.6580499653064,-179.52789310460244,-5.215833361339082,1974.8352209477932
1356.0151105656334,1966.0580053879726,-181.07991499275843,-5.262268974455653,1974.3794002581972
1368.587424502519,1965.4475479926155,-182.6433137775973,-5.309082782100768,1973.9155615116485
1381.2763028320094,1964.8265110773177,-184.21811691494415,-5.35627689716835,1973.443572345547
1394.0828262825785,1964.194725778857,-185.8043502157355,-5.403853416437579,1972.9632985275148
1407.008085602685,1963.5520210635982,-187.40203779002348,-5.451814419572558,1972.4746039406425
1420.0531816536832,1962.8982237191626,-189.01120198983978,-5.500161968095342,1971.9773505690903
1433.2192255035739,1962.2331583469106,-190.6318633509095,-5.548898104331852,1971.4713984840694
1446.5073385216472,1961.5566473552776,-192.26404053321045,-5.598024850330255,1970.9566058302332
1459.9186524739787,1960.868510954006,-193.90775026036798,-5.647544206751243,1970.4328288124966
1473.4543096198358,1960.1685671493137,-195.56300725788438,-5.697458151729895,1969.8999216833176
1487.1154628089537,1959.4566317400431,-197.22982419019306,-5.747768639708484,1969.3577367304624
1500.9032755797366,1958.7325183148305,-198.9082115965391,-5.798477600239966,1968.8061242652848
1514.8189222583458,1957.9960382503518,-200.5981778256774,-5.84958693676146,1968.2449326115525
1528.863588058731,1957.2470007106772,-202.29972896939339,-5.901098525337525,1967.6740080948448
1543.0384691835645,1956.4852126477922,-204.0128687948385,-5.953014213372527,1967.0931950325528
1557.3447729261352,1955.7104788033316,-205.7375986756875,-6.0053358182918775,1966.5023357245204
1571.7837177731628,1954.922601711574,-207.47391752211286,-6.058065126191484,1965.9012704443533
1586.3565335085896,1954.1213817037496,-209.22182170958507,-6.111203890455188,1965.289837431428
1601.0644613183179,1953.3066169137119,-210.98130500649847,-6.164753830339608,1964.6678728836423
1615.908753895919,1952.4781032850315,-212.7523585006295,-6.218716629525988,1964.0352109509374
1630.8906755493326,1951.6356345795575,-214.53497052443555,-6.273093934638729,1963.3916837296304
1646.0115023085498,1950.7790023875107,-216.3291265792025,-6.327887353730118,1962.7371212575902
1661.272522034293,1949.9079961391603,-218.13480925804865,-6.383098454730841,1962.0713515103068
1676.6750345276992,1949.0224031181433,-219.95199816779953,-6.438728763865958,1961.3942003978777
1692.2203516410373,1948.1220084764832,-221.7806698497474,-6.49477976403598,1960.7054917629646
1707.9097973894268,1947.2065952513733,-223.62079769930693,-6.551252893162566,1960.0050473797562
1723.7447080636198,1946.2759443837767,-225.47235188458967,-6.608149542498691,1959.2926869539756
1739.7264323438008,1945.3298347389136,-227.33529926391049,-6.665471054902732,1958.5682281239885
1755.8563314144687,1944.3680431286925,-229.209603302254,-6.723218723076395,1957.8314864630402
1772.1357790803584,1943.3903443361496,-231.09522398671638,-6.781393787765951,1957.0822754826759
1788.5661618834617,1942.3965111419666,-232.99211774095667,-6.839997435926729,1956.3204066373944
1805.1488792211082,1941.3863143531223,-234.9002373386769,-6.899030798850399,1955.5456893305684
1821.8853434651671,1940.3595228337529,-236.819531816169,-6.9584949502550115,1954.757930921693
1838.7769800823269,1939.3159035382837,-238.7499463839549,-7.018390904337399,1953.9569367350066
1855.8252277555189,1938.2552215468995,-240.69142233756028,-7.078719613787914,1953.1425100695287
1873.0315385064366,1937.1772401034245,-242.64389696745445,-7.139481967767175,1952.314452210574
1890.3973778192214,1936.0817206556753,-244.60730346820316,-7.200678789844879,1951.4725624427892
1907.924224765265,1934.9684228983633,-246.58157084687133,-7.26231083590036,1950.6166380647658
1925.6135721291987,1933.8371048186095,-248.56662383072833,-7.3243787919850325,1949.7464744052827
1943.4669265360203,1932.6875227441456,-250.56238277429932,-7.386883272146485,1948.8618648412298
1961.4858085794315,1931.5194313942686,-252.5687635658201,-7.449824816214361,1947.962600817276
1979.6717529513326,1930.332583933623,-254.58567753314676,-7.513203887547949,1947.0484718673206
1998.0263085725508,1929.1267320288762,-256.6130313491839,-7.577020870745651,1946.1192656378046
2016.5510387247464,1927.9016259083623,-258.65072693688666,-7.641276069316259,1945.1747679129214
2035.2475211835779,1926.657014424761,-260.6986613739112,-7.705969703312434,1944.2147626417927
