Timestamp,Freq(Hz),Imp_AVG(Ohm),Fase_AVG(°),Real_AVG(Ohm),Imag_AVG(Ohm),Mag_AVG
2026-05-19 15:18:25.534,44000,3639.212,3.768506774994,3486.158,922.402,3222.805
2026-05-19 15:18:25.535,44250,3639.212,3.768506774994,3486.158,922.402,3222.805
2026-05-19 15:18:25.535,44500,3639.212,3.768506774994,3486.158,922.402,3222.805
2026-05-19 15:18:25.536,44750,3567.626,2.74362978303,3488.197,660.315,3143.386
2026-05-19 15:18:25.536,45000,3567.626,2.74362978303,3488.197,660.315,3143.386
2026-05-19 15:18:25.537,45250,3567.626,2.74362978303,3488.197,660.315,3143.386
