Timestamp,Freq(Hz),Imp_AVG(Ohm),Fase_AVG(°),Real_AVG(Ohm),Imag_AVG(Ohm),Mag_AVG
2026-05-19 15:04:28.890,10000,979.0,0.0,979.0,0.0,9286.314
2026-05-19 15:04:29.001,10250,979.0,0.0,979.0,0.0,9286.314
2026-05-19 15:04:29.225,10500,979.0,0.0,979.0,0.0,9286.314
2026-05-19 15:04:29.329,10750,979.0,0.0,979.0,0.0,9286.314
2026-05-19 15:04:29.439,11000,979.0,0.0,979.0,0.0,9354.811
2026-05-19 15:04:29.653,11250,952.958,-0.445795900565,952.929,-7.415,9354.811
2026-05-19 15:04:29.765,11500,979.0,0.0,979.0,0.0,9105.965
2026-05-19 15:04:29.876,11750,979.0,0.0,979.0,0.0,9178.44
2026-05-19 15:04:29.988,12000,979.0,0.0,979.0,0.0,9178.44
2026-05-19 15:04:30.104,12250,979.0,0.0,979.0,0.0,9178.44
2026-05-19 15:04:30.214,12500,979.0,0.0,979.0,0.0,9258.26
2026-05-19 15:04:30.329,12750,954.385,-0.517751315924,954.346,-8.624,9258.26
2026-05-19 15:04:30.440,13000,979.0,0.0,979.0,0.0,9025.481
2026-05-19 15:04:30.550,13250,988.239,-1.438018381863,987.928,-24.8,9025.481
2026-05-19 15:04:30.661,13500,979.0,0.0,979.0,0.0,9110.657
2026-05-19 15:04:30.773,13750,979.0,0.0,979.0,0.0,9110.657
2026-05-19 15:04:30.882,14000,979.0,0.0,979.0,0.0,8971.41
2026-05-19 15:04:30.993,14250,979.0,0.0,979.0,0.0,8971.41
2026-05-19 15:04:31.103,14500,979.0,0.0,979.0,0.0,8971.41
2026-05-19 15:04:31.215,14750,979.0,0.0,979.0,0.0,9078.838
2026-05-19 15:04:31.329,15000,979.0,0.0,979.0,0.0,8938.448
2026-05-19 15:04:31.439,15250,979.0,0.0,979.0,0.0,8938.448
2026-05-19 15:04:31.549,15500,979.0,0.0,979.0,0.0,8938.448
2026-05-19 15:04:31.659,15750,979.0,0.0,979.0,0.0,9052.108
2026-05-19 15:04:31.770,16000,979.0,0.0,979.0,0.0,8828.731
2026-05-19 15:04:31.880,16250,979.0,0.0,979.0,0.0,8828.731
2026-05-19 15:04:31.881,16500,979.0,0.0,979.0,0.0,8828.731
2026-05-19 15:04:31.991,16750,979.0,0.0,979.0,0.0,8920.457
2026-05-19 15:04:32.101,17000,979.0,0.0,979.0,0.0,8704.426
2026-05-19 15:04:32.212,17250,968.583,-2.384005810698,967.745,-40.29,8704.426
2026-05-19 15:04:32.314,17500,979.0,0.0,979.0,0.0,8836.474
2026-05-19 15:04:32.424,17750,979.0,0.0,979.0,0.0,8611.81
2026-05-19 15:04:32.424,18000,979.0,0.0,979.0,0.0,8611.81
2026-05-19 15:04:32.534,18250,988.262,2.446629334219,987.361,42.188,8531.103
